h,T
-31904.00487,2691393.458
-8303.322884,42174823.23
-2998.883902,34169938.62
-13378.43632,11771869.17
-21259.46259,41855268.44
-21999.87498,47103256.39
-8427.272725,19897916.47
-30057.84603,38474954.59
-3028.862432,8382267.268
-25360.47936,44917730.99
-1811.70522,27798196.94
-28000.73582,34395714.34
-19559.72553,23268438.56
-22111.37401,36498584.7
-5195.445263,14239849.43
-20907.01379,27020216.12
-11270.48684,39533261.6
-8175.462197,17832923.71
-30517.25154,30553372.02
-6230.920776,5865194.645
-16648.827,25294882.07
-8645.478136,1989364.266
-17809.76575,5345427.368
-16868.49788,39460479.35
-1686.448442,14935194.49
-3536.842347,47920989.62
-26712.242,35494249.28
-11345.45716,14767075.64
-17487.91873,29620293.18
-21002.07079,22665185.61
-16244.40034,4649953.378
-13974.73311,2585703.182
-18629.21734,42978085.8
-33.55135281,4345992.695
-8154.413645,40161861.58
-18294.42582,27719427.16
-18772.02335,39478456.37
-1921.579625,36467285.27
-24863.11503,36350198.25
-5307.49068,9213615.855
-20329.45365,1721673.35
-17769.24282,23513046.16
-13307.19831,31837316.38
-13137.66149,32368536.4
-27829.38518,39440981.12
-28981.20738,14390918.83
-23814.62416,6858535.979
-18635.26391,18229906.72
-3953.873081,40777619.97
-7262.101054,37471724.53
-13687.20643,2658475.932
-17382.29183,32733328.61
-388.0913216,45241957.64
-15373.29515,20966080.81
-14383.19759,38882462.17
-1460.23449,5458547.579
-21986.2658,40893957.82
-30559.7784,44758419.57
-10126.39296,135024.1543
-13467.96691,7170601.01
-28163.39361,32903973.35
-22751.37257,5561479.054
-9811.524742,37313060.68
-13373.847,36158544.12
-14876.98448,40398986.17
-20749.03707,11351358.3
-2858.598282,41558320.05
-4468.989999,6276606.018
-14363.42786,13140808.08
-5834.215099,13912369.29
-18518.26812,42612759.82
-30400.38967,41140835.89
-4665.925303,11840530.3
-27982.77169,4434091.089
-8233.800497,3689270.481
-27265.36354,31559965.31
-17349.7805,20492620.82
-28941.63928,24964958.27
-22156.9009,10549495.88
-18936.86645,9745832.092
-26943.98547,42099466.21
-3593.620482,13608879.56
-5539.64375,47475412.05
-29286.16613,10316244.84
-15076.90262,13376762.93
-17293.49252,16500992.41
-12005.01505,6077203.317
-1163.192009,37443351.21
-12515.70723,41509960.47
-1622.007194,26847080.23
-29871.21752,25983904.71
-22140.38157,33820347.6
-12446.55039,44431201.7
-22962.27238,14629931.52
-24217.32089,276462.8019
-26825.81709,21045719.37
-22446.14053,3009454.888
-29055.79918,28528664.41
-21646.46436,7002324.526
-4662.002306,9172468.536
-25606.96673,46294848.4
-24201.72417,25246983.23
-19476.9995,31993402.84
-8221.513378,10300864.64
-10108.97609,18852918.46
-23059.43803,40876475.88
-21387.2796,4749049.52
-20675.42069,10700648.8
-18716.67515,17560727.22
-23858.20157,32754158.1
-11728.30199,7868185.344
-16544.5158,27780191.37
-27330.33359,24641540.74
-2870.968555,5848977.991
-30093.94305,28643896.97
-19264.41491,37091163.48
-14710.2249,27090530.36
-1702.989553,17966706.08
-4945.254255,8410636.705
-23496.39765,12494184.71
-15537.80765,19790118.35
-15132.91423,5643100.869
-22188.37683,38105874.36
-9825.247771,35503281.44
-15896.0333,24726427.41
-8997.302637,25428814.45
-29665.42551,6608964.635
-30543.64106,33243736.72
-12809.18765,29882176.32
-14478.8318,15156467.02
-21057.2806,42535050.79
-9609.740123,47719202.76
-20733.08986,47701834.58
-22256.12852,8788311.091
-29704.88103,20372176.91
-2372.981837,4604904.216
-29518.2489,13481299.78
-8108.928625,8669312.89
-3586.652297,46633765.67
-28707.01014,40561367.81
-589.1749834,29946182.25
-22842.11488,23461540.71
-24788.6876,16702286.78
-9883.371338,25804413.68
-10565.50196,35596037.41
-3262.663047,32014943.73
-31009.77662,35945653.15
-21605.76195,21114683.42
-10860.93613,15073555.22
-13069.62862,34377080.42
-22342.9388,32179174.12
-24551.97088,34221316.5
-10105.38268,4550381.417
-16896.0235,15036212.94
-24618.41221,25579722.92
-12942.12692,17999337.31
-12723.90504,43629828.92
-1133.418255,3422056.69
-488.8761193,5616616.865
-2531.878257,47657411.27
-23799.44479,20080506.65
-25018.18318,19965823.25
-9107.212338,32804087.13
-13243.51762,31410311.43
-30457.07239,46226484.37
-27550.72455,3179996.251
-14784.05751,12095413.34
-3737.14611,34847661.61
-22945.38043,40187628.64
-1013.092148,37415504.52
-18045.16812,1194119.964
-25009.42001,18581033.19
-5720.179359,977647.0668
-23550.74323,43086317.15
-21367.394,8078532.935
-13363.98671,46394364.56
-14550.00634,27430535.36
-7930.550766,18439021.19
-1039.327724,29144586.47
-22794.28165,12297333.07
-12221.53083,40956660.37
-4197.82169,27901583.11
-2688.380049,3840317.155
-25057.5693,15638620.8
-981.9060246,8215913.18
-13586.43633,1432826.142
-14135.35131,25419191.87
-3244.119102,45206917.48
-3176.594448,14168864.73
-16298.98986,8751969.179
-23172.17647,28699922.33
-4650.446115,3121404.003
-10575.46314,10152583.76
-30790.56889,1213845.124
-12211.44841,12241676.14
-26039.30456,47937073.17
-1127.943281,44652748.24
-17276.24304,2685715.175
-9689.690879,30410005.16
-15280.20578,23116664.42
-7024.33761,20782102.41
-4847.387583,40702930.14
-27539.02427,3703201.661
-23086.49825,41524399.42
-29294.33557,37567022.33
-8507.984265,24511521.96
-19487.75511,17592982.14
-16931.07068,31212614.61
-15790.47739,16433874.73
-4885.616185,5597176.208
-18016.80833,5435813.496
-26168.30029,47189015.22
-21221.31437,39211290.07
-28908.581,14388304.77
-23305.21922,9498228.793
-3466.867765,11282818.28
-1423.235174,7945034.972
-18923.54883,31848162.05
-14940.14346,21293579.29
-8664.395925,6489990.607
-18982.82818,17689986.18
-11955.32413,14616540.85
-12258.44424,532181.4681
-26245.10108,754263.9237
-1386.793482,18887644.76
-12364.38508,23000463.52
-22127.23077,17759209.77
-28510.09246,10459981.65
-13430.93583,9874514.238
-15177.28397,33261325.09
-31378.24675,26589180.97
-1336.065138,6352656.374
-13445.80445,13286440.57
-15046.24671,12385239.85
-28413.55888,9016170.845
-11793.54425,34244062.9
-3005.05185,15955594.85
-19306.77167,28960290.07
-2592.017996,36231872.93
-7919.883328,35885509.11
-3942.115409,21814537.04
-20711.33299,24036577.49
-29743.46651,38349556.05
-8355.671814,11647598.66
-3518.558256,2643121.374
-2606.257959,36554954.05
-4305.334542,14989656.74
-3318.62047,20363791.84
-6108.762512,27254363.49
-17341.63143,21315431.55
-28665.89937,31877751.04
-13314.94138,44402217.73
-19837.45576,41360837.38
-8204.564518,40455752.58
-10324.66383,27074233.31
-2646.33217,23751699.1
-25077.38998,22291170.42
-6539.983807,19296434.77
-29569.64483,27475394.26
-8689.763733,26661140.09
-2842.947817,42424670.83
-29872.4469,28331610.4
-10622.56931,8938378.832
-3085.906918,44534130.28
-10630.92979,37505819.99
-3089.030188,35608291.29
-26521.63542,38331590.63
-12553.89453,24838775.39
-13527.27037,32635315.03
-12372.50081,42518405.68
-983.7407147,45229761.37
-22578.98691,36989572.45
-15316.37218,18372621.54
-2522.817497,27189178.64
-21847.10252,34279549.66
-17579.45045,16990786.39
-27432.69565,35013678.34
-30714.28353,46929609.22
-18503.06324,25567183.24
-17854.05455,36639969.94
-2267.394144,43244393.85
-20744.87128,31324902.94
-19206.13547,1499603.666
-21928.57288,31616588.1
-16950.50054,17235748.28
-30892.95162,31580287.14
-11313.57621,30601909.04
-22220.96099,10887898.39
-25440.02318,42941323.04
-10586.43337,9352663.698
-12138.82818,27633849.23
-30370.36227,8925661.743
-22093.01552,6529460.05
-5791.561044,1547079.877
-31026.19763,35352740.06
-23639.82361,913025.2201
-20387.20439,34983699.69
-31378.35113,38595076.37
-19285.7922,33006964.51
-719.3410853,19190156.5
-6752.484157,6572580.886
-28278.61999,9855969.328
-7962.909115,30567174.91
-23000.16584,28459229.96
-9005.959822,8681919.807
-70.5882521,34723332.35
-18190.26005,19465669.03
-23991.14422,34408591.8
-24074.54517,556923.9054
-2098.752551,36648807.22
-24982.98716,44247676.11
-18135.4102,14670104.68
-3363.2808,28217617.19
-6115.820836,33954968.92
-17442.19035,26131291.41
-2987.312246,47366989.42
-29904.69426,9636549.824
-27249.97213,18606994.37
-24832.91515,4695619.268
-13075.92509,39103111.61
-16756.61263,33068315.89
-20217.43099,2189444.994
-26664.13185,20608853.81
-17877.06439,30264296.08
-21438.58278,9366681.679
-27953.7459,15550955.94
-21272.12387,46223558.55
-21130.31145,21229345.89
-14482.68722,21292770.36
-7675.989337,31420949.56
-28400.49711,12126036.38
-26939.51008,12370382.74
-84.94100617,11242188.59
-29745.64599,35415.0827
-69.14004728,38826047.59
-31683.18122,25818678.37
-9846.964773,7681512.382
-3016.346261,27655583.17
-27568.09893,44208644.79
-24248.91019,32037864.74
-25685.00623,30031064.8
-3714.496406,9087377.95
-17133.56778,40389212.9
-1517.906971,18984458.37
-8281.179259,7996558.252
-2751.333545,8256729.671
-8833.402031,8358024.75
-20424.03762,18346232.98
-11993.28559,37037198.57
-13410.73075,38020804.46
-24029.56833,11225420.76
-11777.05437,1656432.274
-9764.46226,28977361.92
-12953.06834,28879195.61
-2488.014819,35478291.47
-6979.468054,19179102.02
-19017.27239,33582121.65
-27408.78586,26396242.72
-26204.6973,24773018.13
-21016.55993,8564965.196
-27282.45977,35644182.04
-26134.87991,30938915.76
-9491.362421,8184539.696
-28738.75993,22882517
-7466.061643,20431450.87
-15758.96843,38858599.57
-24795.25966,24562768.56
-22381.98033,10605213.98
-22800.01858,25562059.33
-16966.17397,44012570.33
-27635.15372,4991699.873
-2242.405554,30969075.06
-117.9397433,26526418.51
-25703.04356,27734123.08
-14499.87194,28474334.94
-25719.48286,37776921.21
-18324.23265,24834353.26
-18826.27554,44604398.01
-7952.819451,12208398.64
-22736.5889,31870993.77
-11588.00927,6155175.738
-8441.198273,8763681.099
-21743.28713,40845122.27
-5015.201661,38843713.67
-16736.38015,22565699.09
-30736.96879,11868798.5
-29169.61693,16054975.67
-16595.3475,46637647.55
-1380.337478,33231788.69
-9797.196022,33403484.93
-23404.88681,26197232.73
-13176.17662,34457246.03
-16584.45145,31271551.63
-17183.63901,5058584.785
-14915.15562,21590483.36
-7482.671262,36801270.17
-3610.326279,34450662.95
-28762.312,33601366.16
-28115.99504,14224782.85
-21138.10338,30519305.94
-29027.88268,30460002.71
-5877.482249,45555097.31
-4097.175752,25372827.03
-9802.587851,2491911.925
-1066.274029,31891267.35
-31192.01494,39967754.38
-25627.39354,10082872.57
-18163.35982,46057450.79
-27995.15719,40026050.61
-10206.98078,32921043.44
-31723.61492,40822256.49
-19365.69724,20177361.12
-8366.001835,2317384.795
-17200.50621,22934513.36
-27034.93388,31927219.89
-29316.42592,25057048.05
-15342.28697,27504095.97
-14617.37705,2773270.988
-17326.98319,46866669.23
-24006.62817,29063882.68
-26793.58307,27358985.39
-14869.03517,34187501.19
-1290.85439,42399425.98
-2586.496674,25963987.16
-27080.09526,13926390.64
-18073.25205,47822671.15
-16643.03657,10477229.62
-31145.00926,7277540.864
-16416.80257,29500818.1
-23518.3383,46694270.16
-14540.35612,46174654.2
-24969.87878,34313569.85
-1583.449413,611369.7322
-8020.828425,17645310.47
-14571.51276,30791766.52
-12419.65817,42891439.31
-25905.99568,25000441.02
-28326.19281,41126122.63
-9399.2436,19680573.65
-820.8714495,12010683.47
-19347.37155,41609470.23
-31410.33186,2940856.707
-7049.896283,31244479.03
-18777.66228,13590425.87
-25024.71518,1346083.566
-17313.15706,18762599.45
-2262.797181,32865359.75
-3346.69627,22583927.8
-15102.47231,1675335.001
-9027.248081,18720126.99
-10587.15597,19473615.32
-13753.71229,16577989.76
-26743.43271,7770609.3
-25339.84406,4596629.669
-17015.56854,6725131.184
-14847.40992,23944895.26
-19958.60718,6443020.729
-22814.54546,31481181.43
-7919.538856,21107.09092
-28588.6501,18037904.8
-20816.06462,29079349.28
-15221.13841,24778403.9
-13634.76741,41194150.18
-20377.5631,12736730.13
-13717.29377,29481268.26
-27009.31224,46617719.33
-15819.89537,30470725.99
-18912.92095,8445564.77
-27710.15051,8071941.542
-1267.203038,31460416.82
-6082.766068,2616113.909
-10921.36243,37805899.41
-16153.63797,23333182.64
-3532.655041,22328826.57
-6688.618157,17133142.84
-10902.88792,26692128.34
-1363.285798,5009669.534
-12183.28679,8794852.332
-547.0008641,43072676.02
-3258.453403,850044.9017
-25480.39936,17384157.11
-7396.771879,11892793.15
-7119.994974,30778465.29
-24169.31882,10922869.67
-25742.28174,14544153.16
-31181.30139,769989.5027
-1611.569905,12221587.87
-15275.91103,26328884.5
-6123.9083,23616241.25
-6968.590646,8090735.26
-3039.133899,3858315.206
-4410.292737,29269525.04
-20192.89135,250126.3298
-18220.1684,17160959.15
-30161.92831,2818245.74
-8499.55665,11215150.25
-12863.47957,7702175.99
-14398.4219,33023782.65
-26780.26859,32780466.78
-21384.62782,42957483.47
-17112.8077,23101818.8
-15021.42107,7899443.975
-17673.89049,39409815.42
-13949.38739,6548272.054
-11870.06038,13205860.17
-13114.46615,41562786.33
-30716.02199,38956027.94
-4078.936644,4363224.82
-27630.79416,37459477.92
-31357.44982,9929491.071
-8892.468746,17118206.84
-13572.095,25169031.4
-18464.08453,15281169.5
-22809.61391,43407562.56
-19025.54777,46322816.07
-10918.43588,44473249.22
-24455.35368,367851.5515
-17969.60628,652329.2821
-9686.842733,12547574.54
-27657.72441,28505529.79
-20769.02107,3956538.9
-17246.84292,31092989.98
-24893.4295,44061788.03
-10184.59492,39549790.57
-30998.34004,36817194.58
-3758.431731,25973643.25
-18509.5033,8705552.668
-14870.52099,39782157.58
-31487.98492,25119986.42
-19757.63095,9241486.169
-30493.65251,40683902.08
-4212.753151,6768779.762
-22563.88669,45265670.37
-28569.10766,8916803.991
-1432.607767,20467220.5
-7404.946693,22144796.26
-11681.22504,32646486.19
-15299.4018,9722806.316
-5967.93018,35101722.98
-25356.85684,6541612.259
-10530.28118,12056455.99
-20645.07862,13272276.88
-24158.09472,34853987.01
-9819.317324,45983823.51
-13298.18425,15213886.93
-14979.11866,42780054.05
-12541.40903,38792719.29
-30730.7193,35763727.15
-31827.55678,41812350.87
-28276.74625,3564507.146
-4933.453321,3090649.924
-20513.40318,25253136.67
-22600.13836,6068069.975
-14413.93501,35867857.1
-17177.65389,28907257.91
-6284.760588,10519141.77
-7985.018348,28499017.19
-25586.81989,15295230.64
-706.0459732,47346778.8
-18528.0337,42865668.63
-26878.10006,27470549.38
-9455.540996,31452368.91
-21796.80496,17203058.09
-26121.66577,2455554.826
-2104.062349,33731534.79
-19350.08395,41231868.08
-28219.84245,4615917.84
-1483.313369,42232114.06
-31043.28258,31002427.66
-1934.360887,44600186.56
-26606.60621,18528129.89
-14323.04402,5579165.295
-26786.40135,40729159.51
-2906.130038,34791073.36
-26257.7056,13050804.87
-13837.68376,21667401.77
-5131.303182,39313532
-23913.25993,37491997.28
-21109.98956,24204162.52
-10439.7445,36247882.71
-11028.94377,19755126.09
-24597.03296,19540370.08
-19372.71765,19651987.57
-22629.95138,10332303.12
-7272.672178,39639466.95
-6017.124572,43382477.08
-24855.42855,7311968.22
-29022.31451,17625790.62
-16592.00982,30307985.65
-26706.61331,20792142.1
-430.7263069,36780569.94
-13782.21614,30864229.29
-28085.48269,6303641.612
-4424.422615,20299494.4
-13522.37988,5495957.401
-2383.195827,7345087.422
-30661.57638,28190002.48
-9581.215626,4793554.092
-21656.08383,34705360.15
-19174.19907,20243506.72
-17325.2814,16976570.88
-8657.571901,3898998.058
-16520.62967,7724623.914
-9482.702239,22082946.05
-9733.793855,26255874.98
-5398.175668,1778338.326
-21373.48055,24008852.59
-15923.51425,16018190.33
-6029.560241,31277435.66
-25813.96109,13981154.64
-22860.99741,28519655.89
-24362.16002,10995807.85
-12136.94261,47436614.89
-31564.68729,2793481.812
-18432.93647,42254417.05
-25247.13161,43759350.29
-14923.94423,7882891.408
-11702.22286,39678791.18
-21633.51952,23561894.68
-8946.517211,37096899.16
-4622.704552,10845829.57
-20690.70218,7638487.179
-9717.177051,21088855.66
-24261.02402,1101641.157
-13613.08032,18731108.37
-359.6533359,6225162.021
-18543.13106,13906753.57
-12959.21875,37530618.3
-27835.39597,1772916.023
-15670.65299,23679604.51
-28518.20736,18511615.97
-5846.176429,35153919.67
-1710.951537,11565984.76
-16995.1526,27163764.98
-5428.633486,30292875.57
-1868.144373,40451040.99
-8857.849375,23809871.41
-18183.98296,46278215.47
-22464.6204,42938225.36
-23104.4982,44983806.49
-10539.68872,43742392.92
-19312.51236,13999903.32
-25580.48121,28583634.93
-25303.85934,47909150.34
-23117.95852,32384116.38
-18792.37333,8935565.577
-17294.31888,38671061.82
-19711.40659,20420917.25
-21143.77991,47506244.43
-29004.1682,45071783.87
-22039.54223,47134767.95
-23898.96828,20447046.45
-12772.42999,12004800.9
-5549.397449,39930960.64
-4839.920098,39467717.55
-25938.46632,21474394.36
-16327.31036,32998414.42
-26613.03979,32207806.66
-18759.07137,14094344.49
-4093.483453,5535364.457
-22296.47146,29563781.51
-8622.861445,42316279.08
-3465.141299,34320576.57
-20706.39888,14342784.86
-29400.00538,27836846.26
-16221.6307,39716758.65
-22149.26666,14211125.23
-28523.98336,36901242.18
-28728.25424,23523405.58
-9199.675938,3434390.573
-16249.08687,21697138.15
-13722.47108,2739984.267
-3435.533795,17204983.16
-28721.04927,23843732.4
-22978.6961,42718553.65
-23449.58242,11387389.8
-10509.40917,6338490.517
-23596.52668,20926017.73
-5759.011464,36018131.27
-482.7806778,8040603.09
-17432.17082,13240860.93
-29146.52538,39505841.75
-14701.41709,40967509.47
-31865.79919,15570946.21
-13667.85472,44629332.06
-8062.494932,10966919.92
-28016.01651,3239878.505
-29231.95789,37906868.41
-1530.52932,11659572.12
-2943.486427,34266573.65
-6949.131286,5208109.819
-21010.65431,22912683.88
-29176.68632,21407675.52
-29302.97073,33500433.33
-30260.43238,12845760.06
-14189.7778,43728457.07
-11759.3411,11694844.23
-21334.12925,18818842.13
-8980.454054,11641774.59
-8615.202451,748467.5553
-27031.27942,22075355.08
-16731.82413,1889857.545
-12415.26497,5288439.905
-4563.12108,14447999.98
-23634.28675,38366448.9
-10601.1328,45484341.46
-16091.07035,4283178.844
-10995.54304,16545295.64
-19931.15467,37735901.68
-16228.30425,38892174.73
-26580.79673,45993646.4
-16436.93632,43639316.07
-22491.28387,11133670.01
-5661.21519,18681154.55
-2423.892027,12117309.05
-24186.98444,34212744.07
-24620.22185,17019006.43
-31158.40378,30361350.89
-25317.75389,3483566.84
-6901.796501,43994534.48
-23195.79696,45003800
-16669.1336,24476446.4
-23782.01369,17363306.63
-1741.306779,40900352.75
-9929.204876,24947868.27
-4857.527005,3290670.439
-26436.31999,42143980.64
-18116.59116,26805420.65
-28691.13032,7084627.334
-2416.580822,27859365.15
-968.6174698,12880878.02
-1629.31323,39785305.46
-25299.14861,27545208.31
-9595.232498,38453446.29
-8240.908844,46882664.9
-23033.16046,3100908.679
-14204.13713,36975812.08
-4147.307299,24496414.17
-25854.20263,40688375.2
-30569.88933,46400382.25
-2202.819322,17509615.54
-19645.93538,21648613.03
-9960.102896,47890950.96
-17761.79688,15886508.92
-26043.40155,20085081.05
-12238.03987,2230286.448
-25233.18829,39435016.64
-30020.35167,30757702.62
-31818.32083,7338936.593
-25064.1353,23227940.63
-8388.758452,22751415.27
-31280.02196,33332831.61
-22070.87787,11726347.43
-30930.43273,39666533.69
-10881.55934,1811701.549
-26032.41286,15291670.93
-29477.98919,5709096.83
-26854.04156,36540733.38
-8843.647125,43142906.49
-6304.363913,19941567.3
-2517.001174,30716252.61
-18863.55922,19556345.68
-23870.4783,3193584.736
-22983.17206,9470897.429
-30305.92529,10849270.39
-24500.9077,6982736.934
-9976.65956,47932127.16
-18411.94861,42448221.5
-23600.79323,12047125.38
-15002.12975,26460849.03
-11187.94147,33876940.01
-1172.084558,25353646.04
-17874.84967,30490284.81
-6470.552483,22122939.28
-8744.375391,26122805.51
-19606.74691,44078086.48
-22359.05397,9063913.06
-23905.10135,10793754.85
-27228.69626,19889108.1
-31496.47789,23602378.6
-6534.164058,35238268.65
-8795.305656,43913260.75
-2364.483222,19837454.44
-22413.29051,42243494.1
-4678.870523,11761567.13
-5501.294647,24285791.26
-3720.897412,6597316.224
-9730.187282,11911906.82
-9700.616423,25759233.75
-27209.23238,18931494.84
-12503.5364,3025512.614
-1061.970616,15668986.68
-9903.161922,28592554.73
-15677.61966,8607493.5
-29240.11332,41952114.56
-21306.82496,38136765.26
-16511.76952,37945457.26
-13050.24414,45188167.03
-18890.5058,23326415.19
-1884.424772,13160135.26
-28938.87317,16950355.66
-7946.118415,2956994.951
-23824.96958,46595237.09
-13604.15587,30878786.84
-30697.4955,28183063.37
-28811.694,1252142.431
-11721.30804,36757712.94
-24984.04617,31689926.59
-17923.94432,12275249.01
-26238.77187,20756012.93
-9912.042785,44372207.76
-5158.833566,22682002.98
-17306.62351,39239983.69
-27886.89635,1146094.15
-21357.05549,14978232.03
-7253.6626,27012234.53
-16364.04492,3549625.855
-21524.31399,25185293.46
-10151.03744,32339196.09
-16401.92382,16345404.33
-17821.50669,9342837.266
-1520.088453,41716028.44
-24711.06369,22518274.76
-17720.68208,38502732.99
-9138.284623,16972435.83
-22252.47184,10736738.16
-18244.05433,39976318.18
-31622.74359,46540563.44
-11137.11501,11184198.97
-15746.66664,14356644.18
-13460.00791,23583700.18
-26555.78215,24731596.41
-12576.57796,5308347.946
-27355.20213,10031991.51
-9503.653152,29580509.33
-24963.24106,33136776.88
-24434.93749,22224799.63
-7653.331348,47800033
-5867.435664,32103768.08
-11062.92137,42830786.07
-13554.32112,36404114.33
-7821.607786,37965827.59
-27890.94562,41696227.68
-27162.02208,3487392.898
-9145.606189,29633306.37
-1498.011457,11602787.08
-27768.41865,25143899.03
-31233.33748,26380573.8
-30948.07241,47137401.05
-9532.962847,32548144.21
-18399.03636,9405707.232
-8530.035865,6882135.925
-29428.2492,4910489.436
-15392.28812,18195013.25
-7203.740243,7652334.651
-25875.73755,10434166.08
-2938.349373,17072132.77
-11.11708672,1512431.458
-18671.54137,24663897.17
-20354.71667,19625771.65
-13012.19918,15720052.96
-13826.04212,27369133.77
-19970.62047,8690047.946
-1616.050891,33417742.1
-11097.29351,44923728.12
-13069.23269,19928785.41
-7968.68996,25236509.6
-22556.10219,33914506.72
-31204.77568,34997465.8
-3675.297524,10492862.58
-16449.88726,2385177.151
-7856.226702,11624863.71
-837.2788791,12509194.38
-12627.12759,31372990.52
-15936.31149,4049171.028
-6225.521515,9668047.779
-28606.96088,3494972.919
-28234.64737,12999521.84
-16526.99563,29132322.33
-19001.4417,20154051.59
-25834.18583,39822390.03
-2183.302008,47146258.25
-3553.786882,42638331.66
-25432.24203,1535772.964
-31614.71906,310984.192
-10729.7614,28783507.63
-25489.6765,46368732.79
-24627.69782,28413895.48
-27471.77224,8589133.365
-1678.331871,23343501.22
-31038.39602,35183639.6
-25592.79081,8239915.494
-13506.49127,21534792.44
-13262.35736,26235813.94
-13260.57067,44808582.8
-13582.5963,26095325.42
-11967.61695,7071295.431
-22541.86746,22212983.55
-8251.578065,8194102.523
-13543.12317,28945045.73
-29364.44821,35401081.41
-3428.481316,42764577.91
-18500.05596,36000664.02
-21397.32648,28624817.65
-5023.155286,16999122.81
-14116.72483,32259912.54
-21351.51099,39176620.6
-4392.846365,39032759.39
-2444.926414,26704242.36
-3961.234999,17612311.9
-18158.83255,24325329.65
-5826.499931,22055157.35
-14459.25857,31341800.17
-2951.263152,37297493.71
-1680.88444,22090502.66
-10410.94853,2332328.134
-11321.73103,2931617.789
-2635.424511,2518855.786
-16357.62993,41083215.04
-25415.7124,28660527.93
-6726.792587,9582780.753
-17365.12293,15704599.72
-13282.99643,36532276.81
-18304.64774,44566573.3
-14722.98606,16187332.14
-11911.58066,20292570.34
-19327.91843,13710792.4
-4291.186489,9463847.279
-31660.9642,29489011.3
-23545.48102,30467182.56
-5201.755514,29020322.66
-12348.38464,26566980.37
-11807.3282,4921070.234
-26814.15579,1483564.658
-17525.22907,17520158.54
-30595.26334,39515401.06
-9051.352809,24061993.47
-8711.911076,17483212.48
-16987.89349,25688848.11
-29820.35816,31355140.79
-11390.39957,39100376.11
-21756.44104,22017705.08
-2389.781584,11166009.48
-30316.67041,5155969.299
-23647.57491,8962131.871
-31007.92519,8022642.911
-19194.80081,6316486.212
-26174.42814,10387023.69
-9633.597593,8550772.21
-4631.634018,5647483.347
-24143.10639,40750362.23
-24280.2793,15855800.37
-10302.48279,5527632.221
-19520.39334,19142218.39
-693.042471,36931611.39
-23749.41537,46651557.4
-2600.31621,40711668.69
-8672.846692,16639116.78
-18010.74234,47411657.35
-5339.694182,25957514.52
-900.011821,34344838.83
-22870.78458,6197013.067
-20576.29621,3325676.411
-24918.12181,19389083.47
-27968.56767,18149178.76
-27861.63456,6147919.451
-1889.139953,28964133.72
-18798.73092,38572356.23
-268.7030368,15498083.24
-9093.530679,3516591.828
-26219.7234,25535425.13
-12889.13682,18462218.31
-19201.75913,44195419.52
-20418.70674,44333583.12
-4753.709985,43368821.43
-30029.42967,8285019.412
-4928.075594,28900375.15
-11534.50123,4831531.027
-24122.40359,25644766.89
-26671.11851,6638682.054
-9060.582114,7734976.985
-31479.04948,23421111.03
-3547.846954,46582283.05
-12865.52467,27107692.31
-11134.58026,38640746.23
-24297.08301,43433927.18
-4612.388464,28009614.2
-2411.493692,25869568.64
-20519.04377,26715035.47
-11042.24751,38007050
-27211.4371,5220116.635
-22365.11092,2355314.423
-10811.1303,19246800.93
-10212.77323,11258677.17
-26468.15106,6215485.957
-22588.55296,30734678.43
-19679.32905,26345976.1
-28159.68424,11412409.69
-29323.07428,4773825.676
-8990.540674,2834644.304
-3706.852562,41289555.4
-28268.33941,29301283.43
-24105.99371,4488518.526
-10002.74086,23235243.71
-25257.93748,12425108.65
-31133.03347,47975688.6
-7137.20745,20461272.51
-15195.21683,40586967.69
-2329.53248,42381426.94
-29785.16064,32228037.7
-21443.75781,29856108.17
-9278.889616,13331944.71
-25730.91569,42262569.9
-15804.78032,14116437.74
-7723.417529,32769423.49
-31468.75238,1985709.04
-12194.38164,37278497.75
-25395.90219,30722029.96
-4171.132116,17700815.8
-10255.06824,29839159.69
-15703.23648,20037122.96
-913.2137469,35331428.99
-17507.16612,26509431.55
-28892.52674,38003255.74
-6205.067896,47299169.73
-23845.42156,19322339.26
-1075.696051,40411814.53
-24315.8263,45601645.05
-18874.70284,20666081.09
-31870.18657,38971529.25
-27105.03252,17350825.01
-12068.37752,45942894.83
-23480.18944,26801945.93
-8347.16842,10764296.58
-15981.48882,21397573.88
-1216.153269,25372705.62
-13894.09824,14956132.32
-5934.650257,38354950.5
-22306.73559,3892826.105
-20214.62865,44872401.11
-11804.3049,17778023.85
-25282.96563,7207915.287
-13033.95729,29636029.04
-12464.85439,2725538.856
-16292.28291,12785702.08
-6462.295928,10819628.66
-16008.03135,44948195.54
-17009.42647,10352678.1
-27903.56344,15714446.91
-17098.06473,26108480.22
-13112.293,20753143.38
-30451.47481,23819282.06
-26585.82712,25311015.7
-1794.527526,31890941.1
-24898.39625,34870505.7
-1999.995858,14015080.06
-11710.0743,10575014.5
-15328.47884,4064118.586
-18582.71909,13542167.46
-11972.89459,34603041.02
-27617.26689,41324424.99
-4344.407922,7085264.584
-1103.970571,30861242.68
-19797.256,11704185.8
-11263.26274,20114697.7
-25600.74254,5881790.15
-12250.20052,46793356.17
-29781.84887,21015179.34
-6907.269036,47280810.46
-8759.577005,42704075.55
-24071.27436,10229498.6
-26921.35087,24143193.01
-23952.938,6505919.74
-1089.289203,13570023.08
-8717.617129,36873884.28
-29088.3663,34158856.96
-17149.81616,1086645.98
-16830.25702,11106917.78
